First Name,Last Name,Date,CLASS,SCOUT_NAME,PLAYER_SCHOOL,CONFERENCE,DIVISION,HEIGHT_IN,WEIGHT,POSITION1,POSITION2,THROWING_SIDE_R_L,BATTING_SIDE_R_L_S,OPPONENT_SCHOOL,OPPONENT_CONFERENCE,GAME,INNINGS_PITCHED,HITS_ALLOWED,RUNS_ALLOWED,STOLEN_BASES_ALLOWED,WALKS,STRIKEOUTS_CALLED_VS_RIGHT,STRIKEOUTS_SWINGING_VS_RIGHT,STRIKEOUTS_CALLED_VS_LEFT,STRIKEOUTS_SWINGING_VS_LEFT,HOME_RUNS_ALLOWED,GROUNDOUTS,FLYOUTS,TIME_TO_HOME,PITCH_TOTAL,STRIKES_TOTAL,BATTERS_FACED,FIRST_PITCH_STRIKES,HITS_ALLOWED_LEFT_SIDE,HITS_ALLOWED_MIDDLE,HITS_ALLOWED_RIGHT_SIDE,FASTBALL_VELO_MIN,FASTBALL_VELO_MAX,FB_PITCH_TYPE,TOTAL_SWINGS_FASTBALL,SWINGS_AND_MISSES_FASTBALL,CHASE_SWINGS_FASTBALL,HARD_CONTACT_FASTBALL,BREAKING_BALL_VELO_MIN,BREAKING_BALL_VELO_MAX,BB_PITCH_TYPE,TOTAL_SWINGS_BREAKING_BALL,SWINGS_AND_MISSES_BREAKING_BALL,CHASE_SWINGS_BREAKING_BALL,HARD_CONTACT_BREAKING_BALL,THIRD_PITCH_VELO_MIN,THIRD_PITCH_VELO_MAX,THIRD_PITCH_TYPE,TOTAL_SWINGS_THIRD_PITCH,SWINGS_AND_MISSES_THIRD_PITCH,CHASE_SWINGS_THIRD_PITCH,HARD_CONTACT_THIRD_PITCH,FOURTH_PITCH_VELO_MIN,FOURTH_PITCH_VELO_MAX,FOURTH_PITCH_TYPE,TOTAL_SWINGS_FOURTH_PITCH,SWINGS_AND_MISSES_FOURTH_PITCH,CHASE_SWINGS_FOURTH_PITCH,HARD_CONTACT_FOURTH_PITCH,SCOUTING_NOTES,INJURY_NOTES,CHARACTER_NOTES,PITCHING_NOTES,FIELDING_NOTES,ATHLETE_NOTES,VIDEO_EXISTS,SCHOOL_ID,SCOUT_ID,GAME_KEY,MATCH_ID,-,DIVISION,DATE,AGE,FIRST&LAST,STRIKE %,K/9,BB/9,MISS%,CHASE%,FB MISS%,FB CHASE%,BB MISS%,BB CHASE%,NameHSGradYR,,,
Jack,Moore,4/28/2018,Fr.,Kyle Anderson,Emory University,University Athletic Association,3,74,160,P,0,R,R,New York University,University Athletic Association,Emory University_AT_New York University_04/28/2018,8,8,3,1,4,0,0,0,0,63.2,12,5,0,108,0,0,0,5,2,1,82,84,4-Seam,28,4,0,0,67,73,Curveball,11,2,1,0,73,74,Changeup,2,1,1,0,0,0,0,0,0,0,0,"Strong breaking pitches, curve is his best pitch. Opportunity to drive off mound with more power, mechanics need some work in general. Thin player, lanky. Generates lots of groundballs. Curve has a lot of horizontal movement. Most of hits given up were du",0,0,0,0,0,0,649,3,,214,,03,43218,20,Jack Moore,0.0,0.0,4.5,17.1,4.9,14.3,0.0,18.2,9.1,JackMoore2017,,,
Tim,Lopez,4/28/2018,So.,Tyler Brandt,Brandeis University,University Athletic Association,3,67,165,P,0,R,R,Washington University in St. Louis,University Athletic Association,Brandeis University_AT_Washington University in St. Louis_04/28/2018,5.33,10,7,3,3,0,0,0,0,60.2,3,5,0,118,0,0,0,5,1,4,80,86,0,35,8,5,3,69,72,0,6,2,2,1,73,79,0,6,1,2,0,76,78,0,2,2,1,0,Breaking balls don't have enough bite.,0,0,0,0,0,0,219,19,,1616,,03,43218,21,Tim Lopez,0.0,0.0,5.1,26.5,20.4,22.9,14.3,33.3,33.3,TimLopez2016,,,
James,Robertson,4/28/2018,So.,Jean Ann,Emory University,University Athletic Association,3,72,175,P,0,L,S,New York University,University Athletic Association,Emory University_AT_New York University_04/28/2018,8,6,2,0,3,0,0,0,0,59.1,10,7,0,115,0,0,0,3,2,1,76,86,4-Seam,26,5,0,2,70,78,Slider,13,4,1,0,61,69,Curveball,9,1,0,0,70,73,Changeup,0,0,0,0,Had decent control on the slider and could consistently hit both sides of the plate. Curveball was more of a get-me-over pitch.,0,0,0,0,0,0,649,4,,1733,,03,43218,21,James Robertson,0.0,0.0,3.4,20.8,2.1,19.2,0.0,30.8,7.7,JamesRobertson2016,,,
Christian,Steigele,4/28/2018,Jr.,Andrew Pop,California State University-Chico,California Collegiate Athletic Association,,72,195,P,0,R,0,"California State Polytechnic University, Pomona",California Collegiate Athletic Association,"California State University, Chico_AT_California State Polytechnic University, Pomona_04/29/2018",0.67,4,5,0,0,0,0,0,0,62,0,1,0,29,0,0,0,0,3,1,81,86,2-Seam,6,0,2,1,73,77,Slider,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,91,,1022,,?,43218,22,Christian Steigele,0.0,0.0,0.0,0.0,50.0,0.0,33.3,0.0,66.7,ChristianSteigele2015,,,
Dean,Stramara,4/28/2018,Jr.,Gerry Leung,Towson University,Colonial Athletic Association,1,70,160,P,0,R,R,Northeastern University,Colonial Athletic Association,Towson University_AT_Northeastern University_04/28/2018,3.67,10,5,2,1,0,0,0,0,63,1,4,0,92,0,0,0,4,3,3,86,89,4-Seam,14,1,0,3,79,82,Slider,27,8,0,1,79,82,Changeup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2082,68,,1027,,01,43218,22,Dean Stramara,0.0,0.0,2.5,22.0,0.0,7.1,0.0,29.6,0.0,DeanStramara2015,,,
William,Tribucher,4/28/2018,Jr.,Anthony Osnacz,University of Michigan-Ann Arbor,Big 10,1,75,200,P,0,L,L,University of Iowa,Big 10,University of Michigan_AT_University of Iowa_04/29/2018,3.67,2,1,0,0,0,0,0,0,65.2,5,2,0,66,0,0,0,2,0,0,87,91,4-Seam,25,10,2,1,74,77,Curveball,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,It was clear Tribucher didn't have his best stuff today. His fastball sat 89-91 through his entire outing. He got lots of swing and miss on the pitch. He kept it high so perhaps this was a strategic move to make the most of a high RPM fastball. The curveb,0,0,0,0,0,0,,88,,1055,,01,43218,22,William Tribucher,0.0,0.0,0.0,33.3,10.0,40.0,8.0,0.0,20.0,WilliamTribucher2015,,,
Bradley,Bosquet,4/28/2018,Sr.,Jarod Bacon,Brandeis University,University Athletic Association,3,69,170,P,0,R,R,Washington University in St. Louis,University Athletic Association,Brandeis University_AT_Washington University in St. Louis_04/28/2018,4,3,1,0,2,0,0,0,0,59.7,4,4,0,72,0,0,0,1,2,0,76,82,0,20,4,1,4,68,74,0,4,0,0,0,71,73,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,10,,1942,,03,43218,23,Bradley Bosquet,0.0,0.0,4.5,20.0,4.0,20.0,5.0,0.0,0.0,BradleyBosquet2014,,,
Chase,Shugart,4/28/2018,Jr.,Nathan Shisler,The University of Texas at Austin,Big 12,1,70,190,P,0,R,L,West Virginia University,Big 12,University of Texas at Arlington_AT_West Virginia University_04/28/2018,6,11,5,2,1,0,0,0,0,65,7,4,0,103,0,0,0,4,4,3,88,92,4-Seam,32,8,0,5,72,75,Curveball,6,1,0,0,79,81,Slider,7,2,0,2,0,0,0,0,0,0,0,"Straight over the top delivery. Good fastball control and he throws it a lot. Very rarely used his slider, it was a hard slider. Curveball was decent. He utuilized fastball command pretty well, WVU just swung it really well.",0,0,0,0,0,0,,106,,996,,01,43218,22,Chase Shugart,0.0,0.0,1.5,24.4,0.0,25.0,0.0,16.7,0.0,ChaseShugart2015,,,
Gabe,Kleiman,4/28/2018,Sr.,Anthony Argenziano,University of Pennsylvania,Ivy League,1,73,185,P,0,L,L,Columbia University,Ivy League,University of Pennsylvania_AT_Columbia University-Barnard College_04/28/2018,9,5,2,0,0,0,0,0,0,68.97,9,6,0,116,0,0,0,1,2,2,86,89,4-Seam,16,3,1,6,71,76,Curveball,10,3,1,1,78,81,Changeup,23,12,10,1,0,0,0,0,0,0,0,"Average sized lefty with smooth motion. Attacks hitters in the zone, starting fastballs on the corners and using his killer CH as his out pitch. While he sits high-80s with the fastball, and the curveball is a clear 3rd best pitch, the changeup played pro",0,0,0,0,0,0,2214,6,,2178,,01,43218,23,Gabe Kleiman,0.0,0.0,0.0,36.7,24.5,18.8,6.3,30.0,10.0,GabeKleiman2014,,,
Aaron,Mutter,4/28/2018,So.,Dylan Anderson,Winona State University,Northern Sun Intercollegiate Conference,2,76,240,P,0,R,R,"Concordia University, St. Paul",Northern Sun Intercollegiate Conference,"Winona State University_AT_Concordia University, St. Paul_04/28/2018",6,5,2,0,2,0,0,0,0,59.6,4,10,0,94,0,0,0,3,1,1,82,88,0,30,5,1,1,71,77,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mutter throws from a high 3/4 or over the top arm slot. He's tall with poor velocity and generates fly balls. Obvious comparison is Chris Young. He's raw and unskilled with little feel for his pitches. Some upside exists because he is tall, could add weig",0,0,0,0,0,0,2437,2,,1675,,02,43218,21,Aaron Mutter,0.0,0.0,3.0,17.6,5.9,16.7,3.3,25.0,25.0,AaronMutter2016,,,
Bradley,Gonzales,4/28/2018,Jr.,David Gerth,Dallas Baptist University,Missouri Valley Conference,1,73,259,P,0,R,R,Valparaiso University,Missouri Valley Conference,Dallas Baptist University_AT_Valparaiso University_04/29/2018,1,2,1,0,1,0,0,0,0,57.1,1,1,0,28,0,0,0,2,0,0,90,94,4-Seam,13,5,0,0,73,76,Curveball,0,0,0,0,84,86,Splitter,2,1,1,1,0,0,0,0,0,0,0,"Bradley Gonzales is a right handed pitcher in his junior year at Dallas Baptist. Has a fastball, curveball, and changeup arsenal. His fastball sits low 90s, but has hit upper 90s in other outing, and has solid arm side run. The curveball flashes above ave",0,0,0,0,0,0,520,46,,641,,01,43218,22,Bradley Gonzales,0.0,0.0,9.0,40.0,6.7,38.5,0.0,-,-,BradleyGonzales2015,,,
Josh,Gaworski,4/28/2018,Jr.,Dylan_Anderson,Concordia University-Saint Paul,Northern Sun Intercollegiate Conference,,71,165,P,0,R,R,Concordia-St. Paul,Northern Sun Intercollegiate Conference,"Winona State University_AT_Concordia University, St. Paul_04/28/2018",5,5,1,1,3,0,0,0,0,61.3,6,6,0,88,0,0,0,3,1,1,81,88,4seam and 2seam,29,2,1,0,67,75,curve,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gaworski is a very thin 5'11 and has projectability in that regard. Has athletic and flexible delivery. 2seam has some run on it. Gets low to deliver pitches. Fastball does not generate swings and misses.,0,0,0,0,0,0,1788,10,,746,,?,43218,22,Josh Gaworski,0.0,0.0,5.4,11.4,5.7,6.9,3.4,33.3,16.7,JoshGaworski2015,,,
Jason,Lighthall,4/28/2018,Sr.,Griffin Mitchell,Colorado State University-Pueblo,Mountain West Conference,1,70,220,P,0,R,R,"University of Colorado, Colorado Springs",Mountain West Conference,"Colorado State University-Pueblo_AT_University of Colorado, Colorado Springs_04/28/2018",4,9,6,0,0,0,0,0,0,62.9,2,3,0,62,0,0,0,5,2,2,77,79,4-Seam,15,2,1,4,59,67,Curveball,7,0,0,2,69,74,Changeup,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,77,,2207,,01,43218,23,Jason Lighthall,0.0,0.0,0.0,8.0,4.0,13.3,6.7,0.0,0.0,JasonLighthall2014,,,
Josh,Riggs,4/28/2018,So.,Mason Ippel,Alma College,Michigan Intercollegiate Athletic Association,3,77,225,P,1B,R,R,Kalamazoo College,Michigan Intercollegiate Athletic Association,Kalamazoo College_AT_Alma College_04/28/2018,7,7,4,1,2,0,0,0,0,62.2,6,10,0,90,0,0,0,2,4,1,81,89,4-Seam,13,1,0,5,68,74,Curveball,1,1,0,0,77,79,Changeup,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,57,,1728,,03,43218,21,Josh Riggs,0.0,0.0,2.6,16.7,0.0,7.7,0.0,100.0,0.0,JoshRiggs2016,,,
Rees,Viersen,4/28/2018,Fr.,Tyler Brandt,Washington University in St Louis,University Athletic Association,,74,185,P,0,R,R,Brandeis University,University Athletic Association,Brandeis University_AT_Washington University in St. Louis_04/28/2018,3,4,4,0,3,0,0,0,0,66.7,0,2,0,57,0,0,0,0,1,3,80,84,2-Seam,13,2,1,3,69,72,Curveball,1,1,1,0,74,77,Slider,6,3,3,0,72,76,Changeup,2,0,0,0,Two breaking balls are both better than fastball.,0,0,0,0,0,0,,19,,323,,?,43218,20,Rees Viersen,0.0,0.0,9.0,27.3,22.7,15.4,7.7,100.0,100.0,ReesViersen2017,,,
Jason,Bilous,4/28/2018,Jr.,Joe Stopsky,Coastal Carolina University,Sun Belt,1,74,190,P,0,R,R,University of Louisiana at Monroe,Sun Belt,University of Louisiana at Monroe_AT_Coastal Carolina University_04/28/2018,6,1,2,0,2,0,0,0,0,75,6,6,0,89,0,0,0,1,0,0,88,93,0,23,0,0,2,78,81,0,7,3,2,0,82,86,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,113,,427,,01,43218,22,Jason Bilous,0.0,0.0,3.0,15.6,9.4,0.0,0.0,42.9,28.6,JasonBilous2015,,,
Brady,Schanuel,4/28/2018,Jr.,Anthony Osnacz,University of Iowa,Big 10,1,75,210,P,0,R,R,University of Michigan,Big 10,University of Michigan_AT_University of Iowa_04/28/2018,3.33,5,3,0,1,0,0,0,0,62.1,4,3,0,87,0,0,0,0,2,3,88,93,4-Seam,22,5,1,3,77,80,Slider,6,1,1,0,79,84,Changeup,5,1,0,0,75,75,Curveball,0,0,0,0,"Schanuel has moments where he looks downright filthy, this was not one of those times. He struggled with his command and breaking ball. His fastball sat 90-93 and showed some horizontal movement in on RHH. His slider generated some whiffs, moving away fro",0,0,0,0,0,0,2164,88,,972,,01,43218,22,Brady Schanuel,0.0,0.0,2.7,21.2,6.1,22.7,4.5,16.7,16.7,BradySchanuel2015,,,
Max,Ludka,4/28/2018,Jr.,Dustin Ebenstein,Aquinas College,Wolverine-Hoosier Athletic Conference,NAIA,72,190,P,0,R,R,Lawrence Technological Institue,Wolverine-Hoosier Athletic Conference,Lawrence Technological Institue_AT_Aquinas College_04/28/2018,7,3,0,0,2,0,0,0,0,67,4,4,0,109,0,0,0,2,1,0,86,88,4-Seam,27,8,3,2,74,76,Curveball,18,7,5,4,80,82,Changeup,11,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,35,,781,,NAIA,43218,22,Max Ludka,0.0,0.0,2.6,37.5,17.9,29.6,11.1,38.9,27.8,MaxLudka2015,,,
Walter,Graf,4/28/2018,Sr.,Dustin Ebenstein,Aquinas College,Wolverine-Hoosier Athletic Conference,NAIA,70,175,P,0,R,R,Lawrence Technological Institue,Wolverine-Hoosier Athletic Conference,Lawrence Technological Institue_AT_Aquinas College_04/28/2018,8,8,3,1,0,0,0,0,0,72,8,6,0,106,0,0,0,4,2,2,82,84,4-Seam,19,4,1,6,68,70,Curveball,21,4,4,5,75,77,Changeup,16,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,35,,2083,,NAIA,43218,23,Walter Graf,0.0,0.0,0.0,21.4,12.5,21.1,5.3,19.0,19.0,WalterGraf2014,,,
Louie,Varland,4/28/2018,So.,Dylan Anderson,Concordia University-Saint Paul,Northern Sun Intercollegiate Conference,,73,205,P,0,R,L,Winona State University,Northern Sun Intercollegiate Conference,"Winona State University_AT_Concordia University, St. Paul_04/28/2018",6,8,3,0,1,0,0,0,0,67.7,6,3,0,99,0,0,0,1,5,2,86,94,0,38,7,0,1,71,77,0,16,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Louie Varland can throw the curve for strikes. Arm action is very easy. Delivery uses some load and the stride length and rotation are solid. Made a solid fielding play on a comebacker off his leg. He generally throws the fastball lower. Division 2 righti,0,0,0,0,0,0,,2,,854,,?,43218,21,Louie Varland,0.0,0.0,1.5,20.4,5.6,18.4,0.0,25.0,18.8,LouieVarland2016,,,
Jake,Roehn,4/28/2018,RS-Sr.,Owen Mitchell,Ohio University-Main Campus,0,,74,222,P,0,R,R,Miami University (Ohio),0,0,0.67,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,85,89,0,4,1,0,1,68,68,Curveball,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,77,,1287,,?,43218,24,Jake Roehn,0.0,0.0,0.0,40.0,20.0,25.0,0.0,100.0,100.0,JakeRoehn2013,,,
Zach,Daniels,4/27/2018,Jr.,Anthony Osnacz,University of Iowa,Big 10,1,71,160,P,0,R,R,University of Michigan,Big 10,University of Michigan_AT_University of Iowa_04/27/2018,2,2,1,0,1,0,0,0,0,58.5,1,2,0,41,0,0,0,2,0,0,88,91,4-Seam,8,1,1,1,81,83,Slider,3,2,2,0,83,85,Changeup,5,2,0,0,0,0,0,0,0,0,0,"Daniels has been excellent as a multi inning RP this year. Today he began the game with two hits, but settled in after that. He showed great poise on the mound. His slider was sharp today and generated 2 ugly swing and misses. His changeup showed some sin",0,0,0,0,0,0,2164,88,,544,,01,43217,22,Zach Daniels,0.0,0.0,4.5,31.3,18.8,12.5,12.5,66.7,66.7,ZachDaniels2015,,,
Jake,Wong,4/27/2018,Jr.,Ryan Hutchinson,Grand Canyon University,Western Athletic Conference,1,0,210,P,0,R,R,New Mexico State University,Western Athletic Confernence,New Mexico State University_AT_Grand Canyon University_04/27/2018,6,7,2,0,4,0,0,0,0,62,7,6,0,100,0,0,0,2,4,1,92,95,4-Seam,28,8,12,5,77,78,Curveball,9,3,3,0,84,86,Changeup,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,56,,1098,,01,43217,22,Jake Wong,0.0,0.0,6.0,28.6,42.9,28.6,42.9,33.3,33.3,JakeWong2015,,,
Albert,Gutierrez,4/27/2018,So.,Jarod Bacon,Brandeis University,University Athletic Association,3,70,175,P,0,R,R,Washington University in St. Louis,University Athletic Association,Brandeis University_AT_Washington University in St. Louis_04/27/2018,2.67,8,11,0,5,0,0,0,0,49.4,2,6,0,85,0,0,0,1,4,3,75,80,4-Seam,27,4,0,7,67,70,Slider,4,1,1,0,66,71,Changeup,0,0,0,0,60,63,Curveball,0,0,0,0,0,0,0,0,0,0,0,219,10,,1511,,03,43217,21,Albert Gutierrez,0.0,0.0,16.9,16.1,3.2,14.8,0.0,25.0,25.0,AlbertGutierrez2016,,,
Ryan,Loutus,4/27/2018,Fr.,Tyler Brandt,Washington University in St Louis,University Athletic Association,,76,215,P,0,R,R,Brandeis University,University Athletic Association,Brandeis University_AT_Washington University in St. Louis_04/27/2018,6,4,2,0,1,0,0,0,0,66.7,4,3,0,99,0,0,0,1,1,2,82,90,4-Seam,28,9,1,5,73,79,Slider,13,9,8,0,69,72,Curveball,3,0,0,0,76,78,Changeup,1,0,0,0,0,0,0,0,0,0,0,,19,,179,,?,43217,20,Ryan Loutus,0.0,0.0,1.5,40.0,20.0,32.1,3.6,69.2,61.5,RyanLoutus2017,,,
Andrew,Reisinger,4/27/2018,RS-Sr.,Theo Mackie,Western Michigan University,Mid-American Conference,1,76,225,P,0,R,R,Eastern Michigan,Mid-American Conference,Western Michigan University_AT_Eastern Michigan_04/27/2018,0.33,4,3,0,1,0,0,0,0,57.69,1,0,0,26,0,0,0,2,0,2,84,87,2-Seam,8,3,1,2,74,77,Curveball,1,1,1,0,77,79,Changeup,0,0,0,0,0,0,0,0,0,0,0,"Big righty with overhead arm slot. Three pitch repertoire includes two-seam fastball, curveball, and changeup. Two-seam sits mid-80s with two inches of arm-side run but he cannot command it consistently, especially to arm-side. Changeup against lefties co",0,0,0,0,0,0,2380,70,,1286,,01,43217,24,Andrew Reisinger,0.0,0.0,27.3,44.4,22.2,37.5,12.5,100.0,100.0,AndrewReisinger2013,,,
Nick,Allgeyer,4/27/2018,RS-Jr.,Anthony Osnacz,University of Iowa,Big 10,1,75,225,P,0,L,L,University of Michigan,Big 10,University of Michigan_AT_University of Iowa_04/27/2018,7,5,1,1,2,0,0,0,0,66,3,8,0,106,0,0,0,3,0,2,86,92,4-Seam,24,1,0,3,69,75,Curveball,9,1,1,1,78,84,Changeup,5,4,2,1,75,77,Slider,5,4,3,0,"Allegeyer put together another charateristic strong outing. He sat 87-89, touching 90 every now and again. His fastball has horizontal movement, going away from RHH. His weapon of the day was his slider. It comes in on RHH. His curve had more of an 11-5 s",0,0,0,0,0,0,2164,88,,1221,,01,43217,23,Nick Allgeyer,0.0,0.0,2.6,23.3,14.0,4.2,0.0,11.1,11.1,NickAllgeyer2014,,,
Joey,Murray,4/27/2018,Jr.,Corbin Niese,Kent State University at Kent,Mid-American Conference,,74,185,P,0,R,R,University of Toledo,Mid-American Conference,Kent State University_AT_University of Toledo_04/27/2018,7.33,1,0,0,5,0,0,0,0,59.81,4,9,0,107,0,0,0,1,0,0,86,91,4-Seam,31,21,0,2,69,72,Curveball,0,0,0,0,76,82,Slider,7,4,0,0,81,82,Changeup,3,2,0,0,Good looking pitcher with above average stuff on all 4 pitches. Good heavy fastball with good arm action on his off speed stuff. Very projectable,0,0,0,0,0,0,,87,,860,,?,43217,22,Joey Murray,0.0,0.0,6.1,65.9,0.0,67.7,0.0,-,-,JoeyMurray2015,,,
Jonathan,Bowlan,4/27/2018,Jr.,Jamie Quolas,University of Memphis,American Athletic Conference,1,78,262,P,0,R,R,University of South Florida,American Athletic Conference,University of Memphis_AT_University of South Florida_04/28/2018,9,4,2,1,0,0,0,0,0,67.7,6,4,0,127,0,0,0,1,2,1,91,96,Four-Seam,25,9,0,1,85,87,Slider,9,13,4,3,83,86,Change-up,3,3,0,0,0,0,0,0,0,0,0,"Jonathan Bowlan is a strong, solid and huge frame with little room for future physical development. He consistently shoves 93-94mph with great hip to shoulder separation. With little low-half effort, he touched 96 mph. He is a workhorse with a durable arm",0,0,0,0,0,0,7,90,,446,,01,43217,22,Jonathan Bowlan,0.0,0.0,0.0,67.6,10.8,36.0,0.0,144.4,44.4,JonathanBowlan2015,,,
Nic,Laio,4/27/2018,Jr.,Theo Mackie,Western Michigan University,Mid-American Conference,1,77,205,P,0,R,R,Eastern Michigan,Mid-American Conference,Western Michigan University_AT_Eastern Michigan_04/27/2018,7.67,2,0,0,1,0,0,0,0,64.22,8,5,0,109,0,0,0,1,1,0,89,92,4-Seam,22,8,5,1,75,79,Slider,11,5,4,0,84,86,Cutter,16,2,5,1,72,74,Curveball,1,0,0,0,"Tall, skinny righty with low three-quarters arm slot and hard delivery. Four pitch repertoire with four-seam fastball, cutter, slider, and occasional curveball. Sits 90-91 with fastball, touching 92. Could build onto lanky frame to add velocity. Commands",0,0,0,0,0,0,2380,70,,760,,01,43217,22,Nic Laio,0.0,0.0,1.2,30.0,28.0,36.4,22.7,45.5,36.4,NicLaio2015,,,
Elliot,Gallegos,4/27/2018,HS-Jr.,Russ Morgan,Torrance High School,Pioneer League,HS,74,185,P,0,R,R,Palos Verdes High School,Bay League,Torrance High School_AT_Palos Verdes High School_04/28/2018,2,2,2,0,0,0,0,0,0,63,2,1,0,40,0,0,0,2,0,0,86,89,4-Seam,8,0,0,2,75,77,Curveball,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2081,82,,2293,,HS,43217,18,Elliot Gallegos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ElliotGallegos2019,,,
Austin,Schulfer,4/27/2018,Jr.,Robert Frey,University of Wisconsin-Milwaukee,Horizon League,,74,165,P,0,R,R,University of Illinois at Chicago,Horizon League,UW-Milwaukee_AT_University of Illinois at Chicago_04/27/2018,6,8,5,0,3,0,0,0,0,57.7,12,1,0,104,0,0,0,1,2,5,91,93,4-Seam,8,0,0,2,84,86,Slurve,4,1,0,1,80,83,Changeup,12,5,3,0,87,90,2-Seam,16,1,0,0,"Schulfer is a long, lanky-framed pitch with some room to add some build. He presents two fastballs, four-seam(91-93) and two-seam(87-90). The four seam was primarily used up in the zone to blow by hitters, while the two-seam was used as a groundball-induc",0,0,0,0,0,0,,42,,983,,?,43217,22,Austin Schulfer,0.0,0.0,4.5,17.5,7.5,0.0,0.0,25.0,0.0,AustinSchulfer2015,,,
Zack,Hopeik,4/27/2018,Sr.,Joe Stopsky,Coastal Carolina University,Sun Belt,1,0,215,P,0,R,R,University of Louisiana at Monroe,Sun Belt,University of Louisiana at Monroe_AT_Coastal Carolina University_04/27/2018,5,7,3,0,1,0,0,0,0,75,5,5,0,0,0,0,0,4,2,1,84,89,0,26,2,0,10,69,75,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,113,,2138,,01,43217,23,Zack Hopeik,0.0,0.0,1.8,15.6,0.0,7.7,0.0,50.0,0.0,ZackHopeik2014,,,
Cam,Serapilio-Frank,4/27/2018,Sr.,Jean Ann,New York University,University Athletic Association,3,72,170,P,0,R,R,Emory University,University Athletic Association,Emory University_AT_New York University_04/27/2018,6,8,5,1,2,0,0,0,0,57.3,5,8,0,110,0,0,0,3,2,3,78,83,Sinker,18,2,0,3,75,82,Slider,11,6,5,0,84,88,4-Seam FB,8,1,0,1,70,73,Curveball,2,0,0,0,"Features a sinker that he could locate on both sides of the plate and a late-breaking slider that really causes trouble for right-handed hitters. The two pitches interestingly has similar velocity so it is hard for the hitters to identify that slider, cau",0,0,0,0,0,0,1416,4,,2388,,03,43217,23,Cam Serapilio-Frank,0.0,0.0,3.0,23.1,12.8,11.1,0.0,54.5,45.5,CamSerapilio-Frank2014,,,
Barrett,Loseke,4/27/2018,Jr.,Maddox Steward,University of Arkansas,Southeastern Conference,1,72,175,P,0,R,R,University of Alabama,SEC,University of Alabama_AT_University of Arkansas_04/28/2018,1.33,1,0,0,1,0,0,0,0,62,1,0,0,21,0,0,0,1,0,0,88,93,4-Seam,8,2,1,0,74,74,Curveball,0,0,0,0,80,83,Changeup,1,1,0,0,0,0,0,0,0,0,0,"quick delivery, great command of the strike zone , moves a lot and twitches before beginning of wind up, change is good and it breaks away from lefties and in on righties",0,0,0,0,0,0,2131,111,,780,,01,43217,22,Barrett Loseke,0.0,0.0,6.8,33.3,11.1,25.0,12.5,-,-,BarrettLoseke2015,,,
Richard,Bereton,4/27/2018,So.,Kyle Anderson,Emory University,University Athletic Association,3,72,185,P,0,R,R,New York University,University Athletic Association,Emory University_AT_New York University_04/27/2018,8,2,2,0,1,0,0,0,0,58.5,11,4,0,107,0,0,0,2,0,0,83,87,4-Seam,29,4,1,1,70,75,Curveball,8,3,1,9,71,76,Changeup,9,4,2,1,0,0,0,0,0,0,0,"Repeatabl mechanics. Curveball has good 11-5 break and can throw it for strikes. Fastball generall stays around mid 80's. Likes to thow it high in the zone to get swings, but generates hard contact anywhere else in the zone. Changeup has little break, not",0,0,0,0,0,0,649,3,,1334,,03,43217,21,Richard Bereton,0.0,0.0,1.1,23.9,8.7,13.8,3.4,37.5,12.5,RichardBereton2016,,,
Ryan,Kokora,4/27/2018,Sr.,Davis Salzman,Benedictine University at Mesa,California Pacific Conference,NAIA,0,215,P,0,R,0,Marymount California University,California Pacific Conference,Benedictine University at Mesa_AT_Marymount California University_04/27/2018,9,8,0,0,0,0,0,0,0,83,11,6,0,97,0,0,0,3,2,3,85,91,4-Seam,31,7,5,4,75,77,Curveball,14,7,6,1,79,82,Changeup,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,101,,2179,,NAIA,43217,23,Ryan Kokora,0.0,0.0,0.0,36.5,30.8,22.6,16.1,50.0,42.9,RyanKokora2014,,,
